,Airline,Source,Destination,Route,Additional_Info,Duration,Total_Stops,Journey_day,Journey_month,Dep_hour,Dep_min,Arrival_hour,Arrival_min,Price
440,1,0,2,18,4,170,0,21,4,21,5,23,55,5228
441,4,3,0,66,1,740,1,12,5,8,25,20,45,10844
442,3,2,1,111,4,320,1,18,5,6,50,12,10,6347
443,1,0,5,24,4,240,1,15,3,8,15,12,15,5013
444,4,3,0,66,1,585,1,9,6,18,55,4,40,9663
445,3,0,2,18,4,175,0,6,4,18,25,21,20,4823
446,1,2,1,105,4,1580,2,24,6,16,55,19,15,13381
447,7,1,4,127,3,135,0,1,6,9,45,12,0,3543
448,4,3,0,66,1,585,1,15,5,18,55,4,40,9663
449,4,3,0,66,1,1495,1,1,4,18,55,19,50,7064
450,4,2,1,104,1,715,1,9,6,7,5,19,0,10262
451,1,2,1,108,4,500,2,1,6,10,55,19,15,13013
452,4,2,1,97,4,1045,2,27,6,19,10,12,35,15339
453,2,0,2,18,4,170,0,18,4,11,40,14,30,4937
454,3,2,1,111,4,425,1,6,6,5,5,12,10,6818
455,1,2,1,108,4,1275,2,18,5,22,0,19,15,10441
456,4,2,1,104,1,300,1,3,4,14,0,19,0,5177
457,3,1,4,127,4,145,0,27,6,11,35,14,0,3858
458,3,3,0,93,4,315,1,18,5,21,0,2,15,6534
459,5,2,1,104,4,910,1,15,6,10,20,1,30,6795
460,5,2,1,104,4,705,1,3,6,7,30,19,15,9736
461,4,0,2,18,4,180,0,1,5,19,50,22,50,7229
462,7,2,1,103,4,295,1,24,4,17,55,22,50,4957
463,3,0,5,18,4,165,0,9,3,6,0,8,45,7648
464,7,3,0,64,4,150,0,15,6,14,55,17,25,3873
465,4,3,0,66,4,585,1,12,5,18,55,4,40,14388
466,3,3,0,64,4,160,0,6,3,17,15,19,55,5618
467,5,2,1,104,4,390,1,9,6,19,0,1,30,7408
468,0,2,1,103,4,330,1,3,3,16,45,22,15,13774
469,8,0,2,18,4,160,0,3,5,7,0,9,40,4668
470,4,2,1,126,4,2045,2,21,3,18,20,4,25,13082
471,1,2,1,104,4,925,1,3,6,3,50,19,15,8669
472,3,2,1,104,4,570,1,24,6,16,0,1,30,6316
473,4,2,1,104,1,365,1,6,3,22,20,4,25,12583
474,8,0,5,18,4,160,0,9,3,16,10,18,50,7923
475,2,2,1,104,4,350,1,3,3,7,0,12,50,7378
476,8,0,2,18,4,165,0,3,6,19,30,22,15,4878
477,4,3,0,66,1,1640,1,18,5,16,30,19,50,10844
478,4,0,2,18,4,180,0,3,4,8,20,11,20,7229
479,7,2,1,121,4,315,1,21,5,6,5,11,20,6297
480,4,3,0,66,1,960,1,12,6,20,0,12,0,8529
481,5,2,1,104,4,420,1,18,5,14,0,21,0,13727
482,7,3,0,93,4,520,1,24,5,8,35,17,15,6643
483,5,2,1,104,4,540,1,9,5,10,0,19,0,10197
484,7,3,0,64,4,140,0,21,4,22,20,0,40,4911
485,3,1,4,127,4,140,0,6,3,5,15,7,35,6482
486,4,0,5,5,4,380,1,1,3,8,55,15,15,26890
487,3,3,0,80,4,265,1,18,5,19,20,23,45,3717
488,3,1,4,127,4,140,0,1,6,13,15,15,35,3597
489,1,0,5,16,4,665,2,18,3,11,5,22,10,10846
490,1,0,5,15,4,1015,1,1,3,5,50,22,45,14069
491,4,2,1,104,1,825,1,1,4,22,50,12,35,5177
492,1,2,1,122,4,1545,2,6,3,5,55,7,40,14641
493,3,2,1,111,4,835,1,6,6,8,35,22,30,6442
494,1,2,1,103,4,315,1,21,3,17,45,23,0,5704
495,4,3,0,66,1,1155,1,6,5,14,5,9,20,9663
496,4,2,1,104,4,450,1,6,6,20,55,4,25,14714
497,4,2,1,104,1,540,1,1,4,10,0,19,0,5406
498,8,3,0,73,4,1440,1,15,5,20,20,20,20,8610
499,4,2,1,101,4,1090,2,12,6,18,25,12,35,14237
500,3,0,2,18,4,175,0,9,6,7,10,10,5,4823
501,3,4,3,48,4,90,0,27,3,20,5,21,35,2227
502,4,2,1,104,1,1280,1,18,5,7,5,4,25,12373
503,1,2,1,104,4,375,1,6,6,13,0,19,15,8372
504,4,2,1,104,4,870,1,3,3,13,55,4,25,17024
505,1,4,3,48,4,80,0,27,5,21,5,22,25,3100
506,4,2,1,104,1,775,1,9,3,6,50,19,45,14053
507,3,1,4,127,4,145,0,9,5,5,15,7,40,3540
508,8,3,0,73,4,1350,1,21,5,20,20,18,50,9345
509,4,2,1,116,1,1375,2,1,6,5,30,4,25,10368
510,4,0,5,5,4,325,1,1,3,7,0,12,25,26890
511,7,4,3,48,4,85,0,9,3,8,50,10,15,5755
512,4,0,5,5,1,435,1,21,3,8,55,16,10,7832
513,4,3,0,66,4,740,1,6,5,8,25,20,45,14388
514,1,2,1,112,4,1210,2,27,6,13,15,9,25,8839
515,1,2,1,108,4,1275,2,3,3,22,0,19,15,22096
516,8,1,4,127,4,135,0,27,5,7,5,9,20,3687
517,5,2,1,104,4,630,1,15,5,8,30,19,0,9627
518,5,2,1,104,4,845,1,21,3,11,30,1,35,13542
519,3,0,2,18,4,170,0,27,4,4,0,6,50,4423
520,3,2,1,112,4,985,2,3,3,4,55,21,20,8899
521,7,2,1,121,4,315,1,21,4,6,5,11,20,5583
522,0,2,1,103,4,830,1,27,5,16,45,6,35,6752
523,7,1,4,127,3,135,0,21,5,8,20,10,35,3543
524,4,0,5,5,1,435,1,21,3,8,0,15,15,7832
525,1,3,0,85,4,1625,2,1,5,5,50,8,55,10991
526,4,2,1,104,1,1655,1,27,5,9,0,12,35,12898
527,4,2,1,104,1,300,1,27,5,14,0,19,0,12898
528,2,0,2,18,4,170,0,24,5,11,40,14,30,3398
529,1,2,1,106,4,170,0,24,4,5,10,8,0,5201
530,1,3,0,74,4,920,2,6,5,10,0,1,20,13873
531,1,2,1,103,4,320,1,15,6,17,40,23,0,7384
532,4,2,1,104,1,610,1,6,6,18,15,4,25,10262
533,4,3,0,66,1,1655,1,24,3,8,25,12,0,10031
534,4,3,0,73,1,575,1,6,5,9,35,19,10,12384
535,4,3,0,66,1,1690,1,9,5,14,5,18,15,7757
536,4,0,5,5,4,840,1,6,3,21,25,11,25,17261
537,7,1,4,127,4,155,0,1,3,9,30,12,5,7298
538,4,0,2,18,4,175,0,6,4,15,15,18,10,7229
539,3,3,0,64,4,155,0,1,4,4,40,7,15,4174
540,3,3,0,90,4,280,1,18,5,17,35,22,15,5699
541,1,3,0,64,4,150,0,24,4,14,15,16,45,4880
542,1,2,1,104,4,675,1,6,3,8,0,19,15,15284
543,4,3,0,66,4,475,1,24,3,8,25,16,20,13759
544,8,3,0,73,4,530,1,24,3,9,55,18,45,16092
545,3,4,3,48,4,85,0,9,3,6,20,7,45,4392
546,4,2,1,104,1,940,1,24,6,20,55,12,35,10262
547,7,3,0,64,3,155,0,12,6,6,55,9,30,3841
548,2,0,2,18,4,175,0,1,6,7,45,10,40,5048
549,1,3,0,73,4,805,1,21,5,7,0,20,25,11096
550,3,2,1,111,4,275,1,24,4,7,35,12,10,5073
551,4,2,1,104,4,1110,1,3,3,9,55,4,25,19828
552,8,1,4,127,4,135,0,21,3,7,5,9,20,3739
553,1,2,1,97,4,2295,2,9,3,5,0,19,15,10598
554,4,0,2,18,1,185,0,15,6,18,55,22,0,7229
555,8,3,0,73,4,1550,1,1,4,17,0,18,50,8610
556,8,2,1,106,4,190,0,9,5,14,40,17,50,6216
557,1,0,2,18,4,170,0,9,6,13,20,16,10,6961
558,4,3,0,73,1,690,1,6,5,9,35,21,5,10703
559,4,3,0,73,4,395,1,15,5,17,0,23,35,14151
560,4,3,0,66,1,1655,1,9,5,6,30,10,5,8586
561,3,3,0,64,4,155,0,12,4,20,20,22,55,4488
562,5,2,1,104,4,450,1,15,6,18,0,1,30,7408
563,4,2,1,106,1,195,0,18,4,11,0,14,15,5443
564,4,3,0,73,1,575,1,12,6,9,35,19,10,10539
565,5,2,1,104,4,750,1,1,6,13,0,1,30,7723
566,5,2,1,104,4,680,1,6,3,7,30,18,50,15411
567,4,0,2,18,4,180,0,21,5,7,10,10,10,7229
568,3,3,0,64,4,155,0,21,6,20,20,22,55,4804
569,4,4,3,48,1,90,0,3,3,2,55,4,25,4050
570,4,3,0,73,4,1570,1,18,5,17,0,19,10,14151
571,7,2,1,103,4,295,1,6,4,17,55,22,50,4957
572,1,0,5,18,4,165,0,3,3,21,10,23,55,7591
573,4,3,0,66,1,520,1,24,3,13,55,22,35,11134
574,3,2,1,111,4,425,1,27,5,5,5,12,10,6600
575,1,0,5,18,4,165,0,9,3,21,10,23,55,4966
576,1,2,1,105,4,1490,2,1,6,6,50,7,40,15481
577,7,3,0,64,4,140,0,1,3,22,20,0,40,5515
578,4,2,1,104,4,660,1,15,6,8,0,19,0,14714
579,2,2,1,104,4,540,1,15,6,10,35,19,35,4959
580,4,0,2,18,4,175,0,21,4,11,10,14,5,7229
581,1,2,1,106,4,185,0,15,5,18,5,21,10,6094
582,0,3,0,64,4,155,0,24,4,10,20,12,55,4409
583,5,2,1,104,4,780,1,18,5,6,0,19,0,9794
584,4,4,3,48,4,85,0,3,4,2,55,4,20,5678
585,3,2,1,111,4,455,1,15,6,8,35,16,10,6442
586,8,0,2,18,4,160,0,18,5,7,0,9,40,4878
587,4,3,0,66,1,775,1,24,3,21,10,10,5,12446
588,4,2,1,97,4,1760,2,9,5,23,5,4,25,16704
589,4,0,5,5,1,300,1,15,3,5,45,10,45,9134
590,4,3,0,66,1,520,1,15,5,20,0,4,40,8586
591,4,0,2,18,1,180,0,1,6,7,10,10,10,7229
592,4,0,2,18,1,180,0,21,4,7,10,10,10,6144
593,1,0,2,18,4,165,0,18,5,10,0,12,45,6961
594,4,3,0,66,1,730,1,9,5,16,30,4,40,10844
595,3,1,4,127,4,140,0,21,5,19,35,21,55,3597
596,7,0,5,30,4,475,1,21,3,10,20,18,15,7139
597,1,4,3,51,4,1775,2,6,3,9,40,15,15,25139
598,4,2,1,116,1,1615,2,1,6,9,40,12,35,10368
599,1,2,1,121,4,765,1,6,4,20,40,9,25,5117
600,5,2,1,104,4,455,1,18,5,11,40,19,15,9211
601,7,3,0,64,4,150,0,15,4,17,10,19,40,4174
602,5,2,1,104,4,705,1,27,5,7,30,19,15,10786
603,4,0,5,5,1,1420,1,15,3,8,0,7,40,9134
604,4,2,1,122,4,830,2,1,6,14,35,4,25,13376
605,1,0,5,17,4,770,1,21,3,22,0,10,50,6955
606,4,3,0,66,1,590,1,9,5,8,25,18,15,10844
607,0,3,0,64,4,150,0,1,4,19,55,22,25,3807
608,4,3,0,66,1,1315,1,1,5,14,5,12,0,9663
609,4,2,1,104,1,1570,1,9,5,2,15,4,25,12373
610,7,0,2,18,4,175,0,1,5,21,10,0,5,4991
611,1,2,1,104,4,1215,1,21,3,23,0,19,15,6745
612,4,2,1,104,1,1210,1,15,6,22,50,19,0,10262
613,4,2,1,104,1,655,1,27,3,17,30,4,25,6540
614,7,3,0,64,4,150,0,6,4,17,10,19,40,3873
615,4,2,1,104,4,1270,1,9,5,21,50,19,0,15554
616,3,3,0,64,4,155,0,27,5,20,20,22,55,4804
617,4,2,1,104,1,1240,1,27,3,23,5,19,45,7438
618,0,0,2,18,4,170,0,3,5,4,55,7,45,6181
619,5,2,1,104,4,390,1,1,5,19,0,1,30,9424
620,1,0,5,4,4,1800,2,12,3,17,25,23,25,12725
621,1,0,5,24,4,790,1,15,3,8,15,21,25,6046
622,7,0,2,18,4,175,0,15,6,21,10,0,5,3971
623,4,3,0,73,4,1080,1,6,6,20,25,14,25,12692
624,3,2,1,111,4,480,1,6,3,14,20,22,20,7451
625,4,0,5,5,4,525,1,12,3,22,55,7,40,13817
626,4,3,0,73,1,750,1,6,5,9,35,22,5,10703
627,4,0,5,5,4,800,1,12,3,21,25,10,45,13817
628,4,0,5,5,4,370,1,15,3,22,55,5,5,27210
629,4,3,0,66,4,450,1,18,5,21,10,4,40,13941
630,1,0,5,24,4,1155,1,1,3,17,0,12,15,10246
631,3,3,0,64,4,155,0,6,5,17,15,19,50,4804
632,0,3,0,73,4,720,1,6,6,22,40,10,40,6810
633,4,0,2,18,1,180,0,1,5,8,20,11,20,5198
634,8,0,2,18,4,170,0,3,5,21,0,23,50,5613
635,3,4,3,48,4,85,0,3,3,21,20,22,45,4784
636,4,2,1,104,1,1385,1,21,3,19,45,18,50,5406
637,1,0,2,18,4,170,0,27,4,13,20,16,10,5228
638,4,2,1,104,1,1325,1,27,5,20,55,19,0,12898
639,1,1,4,127,4,135,0,15,6,11,40,13,55,4667
640,4,3,0,66,4,345,1,21,5,14,5,19,50,14781
641,8,0,2,18,4,170,0,21,4,9,45,12,35,5403
642,4,3,0,66,1,570,1,12,6,14,5,23,35,9899
643,4,2,1,116,1,535,2,21,5,19,30,4,25,13029
644,8,3,0,73,4,1065,1,18,5,17,0,10,45,9187
645,3,0,2,18,4,170,0,24,5,20,0,22,50,4823
646,1,2,1,110,4,1305,2,27,3,21,30,19,15,8665
647,3,2,1,104,4,755,1,6,3,8,25,21,0,14871
648,3,4,3,48,4,90,0,21,6,6,25,7,55,4049
649,1,1,4,127,4,135,0,12,6,11,40,13,55,4667
650,3,3,0,60,4,235,1,9,4,19,55,23,50,4226
651,1,0,5,18,4,165,0,3,3,6,10,8,55,7591
652,4,0,5,5,4,450,1,6,3,5,45,13,15,19225
653,4,2,1,104,1,1040,1,27,5,19,15,12,35,12898
654,3,4,3,48,4,90,0,9,6,12,0,13,30,2754
655,7,4,3,48,3,90,0,3,5,13,15,14,45,1965
656,1,3,0,78,4,1830,2,24,3,16,45,23,15,12835
657,6,0,5,5,4,300,1,1,3,5,45,10,45,52229
658,5,2,1,104,4,675,1,15,5,8,0,19,15,14533
659,8,0,2,18,4,170,0,24,6,9,45,12,35,4668
660,4,2,1,104,4,1145,1,9,4,17,30,12,35,11822
661,4,2,1,104,1,395,1,27,3,21,50,4,25,6017
662,4,2,1,104,4,450,1,9,6,11,30,19,0,14714
663,7,1,4,127,4,135,0,9,6,8,20,10,35,3597
664,0,0,2,18,4,165,0,24,4,11,10,13,55,3383
665,1,3,0,68,4,765,2,18,5,16,50,5,35,11642
666,8,0,2,18,4,170,0,27,4,21,0,23,50,5403
667,1,2,1,97,4,1595,2,3,3,16,40,19,15,14221
668,4,3,0,66,1,775,1,18,5,21,10,10,5,8586
669,3,4,3,48,4,90,0,12,6,9,10,10,40,4049
670,4,2,1,104,1,520,1,3,6,19,45,4,25,10262
671,5,2,1,104,4,840,1,21,5,7,0,21,0,7888
672,1,2,1,97,4,1410,2,21,3,19,45,19,15,8236
673,1,2,1,126,4,1795,2,6,6,13,20,19,15,12961
674,4,3,0,66,1,1330,1,9,5,6,30,4,40,8586
675,3,3,0,90,4,290,1,18,5,8,10,13,0,5279
676,2,0,2,18,4,165,0,18,6,20,55,23,40,3419
677,4,2,1,113,4,810,2,15,6,5,30,19,0,13292
678,4,3,0,73,4,800,1,15,5,20,25,9,45,13067
679,3,1,4,127,4,140,0,3,5,13,15,15,35,3597
680,4,2,1,104,4,715,1,18,5,7,5,19,0,15554
681,3,2,1,103,4,310,1,15,5,17,5,22,15,6027
682,4,3,0,66,4,705,1,9,5,6,30,18,15,14781
684,3,0,2,18,4,180,0,27,5,21,15,0,15,3943
685,2,2,1,98,4,370,1,12,6,7,25,13,35,5842
686,3,1,4,127,4,140,0,15,3,5,15,7,35,4326
687,5,2,1,104,4,645,1,1,6,8,30,19,15,8937
688,1,1,4,127,4,135,0,21,3,11,40,13,55,3670
689,3,0,2,18,4,175,0,18,6,18,25,21,20,4823
690,4,4,3,48,1,90,0,3,4,19,35,21,5,2071
691,5,2,1,111,1,455,1,27,6,14,55,22,30,6093
692,8,3,0,73,4,1595,1,24,3,20,20,22,55,11682
693,3,0,5,27,4,285,1,3,3,5,25,10,10,7774
694,4,3,0,73,4,1285,1,12,5,17,0,14,25,13067
695,3,2,1,111,4,515,1,27,5,7,35,16,10,7514
696,5,2,1,104,4,510,1,9,4,17,0,1,30,6838
697,3,1,4,127,4,135,0,18,3,13,20,15,35,3858
698,5,2,1,104,4,760,1,15,6,12,50,1,30,6795
699,4,2,1,99,4,505,2,27,5,20,0,4,25,16263
700,1,3,0,66,4,1540,1,9,5,16,50,18,30,8576
701,1,0,2,18,4,165,0,6,5,10,0,12,45,5228
702,4,2,1,97,4,1760,2,1,5,23,5,4,25,16704
703,3,3,0,64,4,160,0,24,3,20,25,23,5,8872
704,2,0,2,18,4,170,0,3,5,11,40,14,30,3898
705,7,1,4,127,3,140,0,21,3,17,45,20,5,3332
706,4,3,0,77,1,435,1,21,5,10,20,17,35,5608
707,4,3,0,66,4,1215,1,9,5,8,25,4,40,13941
708,5,2,1,104,4,705,1,21,3,7,30,19,15,9100
709,8,0,2,18,4,155,0,15,6,17,0,19,35,4878
710,3,2,1,104,4,810,1,1,6,7,30,21,0,6416
711,7,4,3,48,4,90,0,12,5,5,45,7,15,2017
712,4,2,1,97,4,1475,2,27,3,19,10,19,45,10976
713,4,3,0,66,1,1235,1,24,3,19,45,16,20,10031
714,3,3,0,64,4,170,0,18,3,5,30,8,20,4462
715,3,2,1,111,4,275,1,1,4,7,35,12,10,5073
716,3,1,4,127,4,140,0,27,3,5,15,7,35,4326
717,6,2,1,104,4,705,1,21,3,7,30,19,15,10161
718,3,4,3,48,4,90,0,12,6,16,55,18,25,3175
719,8,3,0,73,4,770,1,24,3,20,20,9,10,12312
720,4,2,1,126,4,1470,2,21,3,18,20,18,50,12604
721,5,2,1,104,4,690,1,15,6,7,30,19,0,10877
722,3,3,0,90,4,240,1,18,5,6,20,10,20,4226
723,4,2,1,104,1,660,1,6,4,8,0,19,0,5406
724,3,2,1,121,4,325,1,15,5,2,0,7,25,8618
725,3,3,0,64,4,155,0,18,4,17,15,19,50,4174
726,2,2,1,104,4,310,1,1,6,14,25,19,35,10651
727,4,2,1,104,1,610,1,21,3,18,15,4,25,5963
728,4,2,1,116,1,1615,2,12,6,9,40,12,35,10368
729,3,4,3,46,4,435,1,6,3,15,45,23,0,7681
730,5,2,1,104,4,490,1,21,5,12,50,21,0,7485
731,4,0,2,18,1,175,0,3,4,15,15,18,10,4544
732,7,3,0,90,4,315,1,15,4,15,5,20,20,4649
733,8,1,4,127,4,140,0,12,5,17,45,20,5,11982
734,4,4,3,48,1,85,0,24,6,7,5,8,30,4995
735,3,3,0,90,4,290,1,9,5,8,10,13,0,5069
736,7,3,0,64,4,140,0,1,6,22,20,0,40,3873
737,7,3,0,64,4,140,0,27,4,22,20,0,40,3873
738,1,2,1,103,4,795,1,27,5,9,45,23,0,8907
739,4,3,0,66,1,1150,1,9,6,21,10,16,20,10844
740,4,3,0,66,1,1360,1,15,5,21,10,19,50,10844
741,4,3,0,66,1,890,1,6,5,21,10,12,0,9663
742,4,2,1,113,4,910,2,1,6,21,25,12,35,13292
743,4,2,1,102,4,425,2,12,6,5,30,12,35,14441
744,4,4,3,48,1,85,0,9,6,2,55,4,20,4050
745,3,0,5,18,4,175,0,9,3,21,20,0,15,6144
746,3,2,1,104,4,480,1,6,3,7,30,15,30,14871
747,0,0,2,18,4,165,0,18,4,11,10,13,55,4483
748,3,2,1,104,4,895,1,15,5,10,35,1,30,6979
749,4,4,3,48,4,90,0,27,6,10,20,11,50,8040
750,3,2,1,104,4,975,1,1,6,9,15,1,30,7048
751,7,0,2,18,3,170,0,27,6,9,30,12,20,3573
752,3,2,1,104,4,300,1,27,5,16,0,21,0,5054
753,1,2,1,104,4,1335,1,1,6,21,0,19,15,8582
754,0,2,1,103,4,330,1,9,6,7,55,13,25,8759
755,3,2,1,111,4,515,1,27,4,7,35,16,10,6442
756,1,2,1,104,4,925,1,18,5,3,50,19,15,8879
757,4,3,0,66,1,1260,1,24,3,21,10,18,10,10031
758,4,2,1,116,1,810,2,3,6,5,30,19,0,10368
759,3,0,2,18,4,170,0,24,6,13,0,15,50,3943
760,3,2,1,104,4,405,1,3,3,4,45,11,30,14871
761,4,4,3,48,1,90,0,18,6,8,45,10,15,4995
762,5,2,1,104,1,520,1,24,6,10,20,19,0,10791
763,7,4,3,48,4,90,0,3,6,5,45,7,15,2753
764,3,0,2,18,4,170,0,9,4,10,10,13,0,4423
765,0,3,0,64,4,155,0,27,5,10,20,12,55,4409
766,1,3,0,80,4,965,1,9,5,19,0,11,5,6117
767,4,2,1,97,4,1430,2,21,5,19,10,19,0,15129
768,8,3,0,73,4,1625,1,6,6,20,20,23,25,9345
769,8,3,0,73,4,975,1,9,5,7,10,23,25,8085
770,4,2,1,104,4,925,1,6,5,13,0,4,25,15554
771,7,0,2,18,3,170,0,21,5,9,30,12,20,3573
772,5,2,1,104,4,515,1,3,3,17,0,1,35,17073
773,5,2,1,104,4,830,1,9,6,11,40,1,30,6795
774,8,0,5,18,4,160,0,21,3,7,0,9,40,5403
775,3,1,4,127,4,145,0,15,5,5,15,7,40,3540
776,8,2,1,106,4,190,0,24,4,14,40,17,50,6216
777,4,0,2,18,1,175,0,21,5,15,50,18,45,3359
778,4,3,0,66,1,1720,1,24,5,18,55,23,35,10844
779,1,0,2,18,4,170,0,15,6,13,20,16,10,6961
780,0,3,0,64,4,155,0,3,4,10,20,12,55,4107
781,5,2,1,104,4,580,1,21,3,9,10,18,50,13069
782,4,2,1,118,4,1000,2,24,6,11,45,4,25,13357
783,3,2,1,111,4,380,1,1,6,16,10,22,30,6938
784,4,2,1,113,4,1620,2,27,6,9,35,12,35,13292
785,1,0,5,4,5,875,2,1,3,8,50,23,25,26743
786,5,2,1,104,4,730,1,21,3,6,40,18,50,13568
787,5,2,1,104,4,455,1,6,3,11,40,19,15,15353
788,3,1,4,127,4,140,0,15,5,14,45,17,5,3597
789,4,3,0,66,1,1150,1,24,3,21,10,16,20,10031
790,1,3,0,65,4,1200,2,9,5,9,25,5,25,14687
791,4,0,2,18,1,180,0,6,6,19,50,22,50,7229
792,2,2,1,104,4,310,1,9,5,14,25,19,35,10188
793,8,0,5,18,4,160,0,9,3,7,0,9,40,7398
794,4,2,1,97,4,1775,2,18,5,13,25,19,0,16704
795,3,0,5,24,2,295,1,1,3,16,55,21,50,8153
796,4,0,2,18,4,180,0,9,4,7,10,10,10,7229
797,5,2,1,104,1,750,1,27,5,13,0,1,30,6943
798,5,2,1,104,4,755,1,1,6,6,40,19,15,8937
799,1,2,1,112,4,1580,2,3,3,7,5,9,25,9400
800,8,3,0,73,4,795,1,24,3,7,10,20,25,13152
801,3,0,2,18,4,170,0,1,6,22,10,1,0,3419
802,8,3,0,73,4,765,1,12,6,20,20,9,5,7927
803,1,0,5,16,4,980,2,15,3,5,50,22,10,9796
804,8,0,5,18,4,160,0,3,3,11,30,14,10,8028
805,5,2,1,112,4,495,2,6,3,13,5,21,20,10759
806,5,2,1,104,4,720,1,21,5,7,0,19,0,10197
807,1,0,2,18,4,170,0,1,6,21,5,23,55,5228
808,5,2,1,104,1,660,1,18,5,10,0,21,0,9275
809,3,1,4,127,4,140,0,3,3,22,5,0,25,5277
810,4,2,1,122,1,830,2,18,5,14,35,4,25,13848
811,3,2,1,111,4,490,1,15,5,14,20,22,30,6412
812,4,3,0,66,4,730,1,18,5,16,30,4,40,13941
813,8,0,2,18,4,160,0,6,5,7,0,9,40,4668
814,3,0,2,18,4,165,0,18,6,1,30,4,15,3419
815,3,0,2,18,4,170,0,6,4,22,10,1,0,3943
816,1,3,0,90,4,1440,1,24,5,14,35,14,35,6528
817,4,0,2,18,4,180,0,21,5,17,45,20,45,7229
818,5,2,1,104,4,755,1,21,3,13,0,1,35,13542
819,4,3,0,66,1,1550,1,12,6,18,55,20,45,8529
820,4,0,2,18,4,175,0,21,6,15,15,18,10,8016
821,4,2,1,116,1,1025,2,9,5,19,30,12,35,13029
822,4,2,1,97,4,1760,2,9,5,23,5,4,25,15129
823,4,2,1,116,1,535,2,9,6,19,30,4,25,10368
824,1,2,1,106,4,185,0,3,3,18,5,21,10,8666
825,4,2,1,104,4,540,1,18,5,10,0,19,0,15554
826,4,0,5,5,4,625,1,1,3,5,45,16,10,26890
827,4,3,0,73,4,1005,1,21,5,17,0,9,45,13067
828,4,0,2,18,1,165,0,1,4,6,0,8,45,4544
829,8,3,0,73,4,1580,1,21,5,20,20,22,40,8452
830,5,2,1,104,1,795,1,27,6,6,0,19,15,7268
831,5,2,1,104,4,630,1,9,5,8,30,19,0,9627
832,5,2,1,104,4,455,1,9,5,11,25,19,0,9103
833,5,2,1,104,4,660,1,9,4,8,0,19,0,11142
834,3,3,0,64,4,170,0,9,3,5,30,8,20,4148
835,4,3,0,66,1,1545,1,18,5,16,30,18,15,10844
836,5,2,1,111,4,385,1,6,6,9,45,16,10,9646
837,3,4,3,48,4,85,0,1,3,12,0,13,25,12475
838,4,2,1,104,4,1210,1,18,5,22,50,19,0,15554
839,4,2,1,104,1,715,1,27,6,7,5,19,0,10262
840,1,0,2,18,4,170,0,12,6,13,20,16,10,6961
841,4,2,1,104,1,300,1,15,6,14,0,19,0,10262
842,4,2,1,104,1,1620,1,27,6,16,0,19,0,10262
843,3,0,2,18,4,170,0,9,5,23,30,2,20,3943
844,1,4,3,48,4,75,0,24,5,19,30,20,45,3625
845,5,2,1,104,4,615,1,21,3,9,0,19,15,13378
846,4,2,1,118,4,1490,2,15,6,11,45,12,35,13882
847,3,0,2,18,4,170,0,18,6,5,30,8,20,3943
848,1,3,0,65,4,1200,2,15,5,9,25,5,25,14687
849,0,2,1,103,4,330,1,27,5,7,55,13,25,6451
850,8,0,2,18,4,165,0,9,6,19,30,22,15,4878
851,3,2,1,104,4,415,1,9,5,18,35,1,30,8542
852,3,3,0,64,4,165,0,24,5,9,35,12,20,4804
853,3,3,0,93,4,315,1,6,6,21,0,2,15,6711
854,5,2,1,104,4,375,1,15,6,13,0,19,15,16108
855,3,0,2,18,4,170,0,6,6,0,25,3,15,3943
856,1,3,0,72,4,1165,2,24,5,10,0,5,25,15422
857,3,0,5,18,4,175,0,24,3,21,20,0,15,5694
858,4,3,0,66,4,685,1,1,4,8,25,19,50,12681
859,4,3,0,66,1,845,1,1,5,20,0,10,5,8586
860,3,0,5,18,4,165,0,3,3,0,40,3,25,6144
861,3,2,1,106,4,195,0,27,4,5,35,8,50,6015
862,5,2,1,104,4,860,1,27,6,4,55,19,15,7155
863,4,3,0,73,4,750,1,12,6,9,35,22,5,12692
864,1,2,1,103,4,320,1,18,5,17,40,23,0,8277
865,1,2,1,112,4,1580,2,9,5,7,5,9,25,9347
866,1,2,1,106,4,185,0,15,3,18,5,21,10,4939
867,4,4,3,48,4,90,0,12,3,19,40,21,10,5678
868,4,3,0,66,1,425,1,6,6,16,30,23,35,10844
869,4,0,5,28,1,370,1,21,3,9,45,15,55,7280
870,5,2,1,104,4,480,1,21,3,13,0,21,0,7618
871,5,2,1,104,4,725,1,6,3,8,55,21,0,15147
872,4,3,0,66,4,775,1,18,5,21,10,10,5,13941
873,4,3,0,73,4,575,1,1,4,9,35,19,10,11467
874,5,2,1,104,4,910,1,27,6,10,20,1,30,6270
875,5,2,1,104,4,700,1,3,3,13,55,1,35,17057
876,4,0,2,18,4,175,0,3,6,15,15,18,10,8016
877,7,2,1,123,3,270,1,27,6,8,45,13,15,4760
878,7,3,0,64,3,160,0,21,3,6,55,9,35,3815
879,7,3,0,64,4,150,0,1,5,17,10,19,40,4174
880,4,3,0,73,4,1450,1,6,6,9,35,9,45,12692
881,1,3,0,67,4,1700,2,15,5,9,25,13,45,15532
882,4,4,3,48,1,85,0,6,6,7,5,8,30,4995
883,4,2,1,104,1,610,1,27,5,18,15,4,25,12898
884,5,2,1,104,4,690,1,9,5,7,30,19,0,9794
885,1,0,2,18,4,170,0,15,5,13,20,16,10,5228
886,4,2,1,104,1,825,1,27,6,22,50,12,35,10262
